class,split,source_path,staged_path,action
10um,train,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_176.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/train/10um/HFocusing_5_10_10um_0_176.npy,symlinked
10um,train,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_1760.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/train/10um/HFocusing_5_10_10um_0_1760.npy,symlinked
10um,train,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_1762.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/train/10um/HFocusing_5_10_10um_0_1762.npy,symlinked
10um,train,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_1765.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/train/10um/HFocusing_5_10_10um_0_1765.npy,symlinked
10um,train,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_1766.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/train/10um/HFocusing_5_10_10um_0_1766.npy,symlinked
10um,train,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_1768.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/train/10um/HFocusing_5_10_10um_0_1768.npy,symlinked
10um,test,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_1769.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/test/10um/HFocusing_5_10_10um_0_1769.npy,symlinked
10um,train,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_1771.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/train/10um/HFocusing_5_10_10um_0_1771.npy,symlinked
10um,train,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_1772.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/train/10um/HFocusing_5_10_10um_0_1772.npy,symlinked
10um,test,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_1775.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/test/10um/HFocusing_5_10_10um_0_1775.npy,symlinked
10um,train,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_1778.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/train/10um/HFocusing_5_10_10um_0_1778.npy,symlinked
10um,train,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_1779.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/train/10um/HFocusing_5_10_10um_0_1779.npy,symlinked
10um,train,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_1782.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/train/10um/HFocusing_5_10_10um_0_1782.npy,symlinked
10um,train,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_1783.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/train/10um/HFocusing_5_10_10um_0_1783.npy,symlinked
10um,train,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_1786.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/train/10um/HFocusing_5_10_10um_0_1786.npy,symlinked
10um,train,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_1788.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/train/10um/HFocusing_5_10_10um_0_1788.npy,symlinked
10um,train,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_179.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/train/10um/HFocusing_5_10_10um_0_179.npy,symlinked
10um,train,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_1791.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/train/10um/HFocusing_5_10_10um_0_1791.npy,symlinked
10um,train,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_1794.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/train/10um/HFocusing_5_10_10um_0_1794.npy,symlinked
10um,train,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_1797.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/train/10um/HFocusing_5_10_10um_0_1797.npy,symlinked
10um,train,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_18.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/train/10um/HFocusing_5_10_10um_0_18.npy,symlinked
10um,train,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_1800.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/train/10um/HFocusing_5_10_10um_0_1800.npy,symlinked
10um,train,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_1802.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/train/10um/HFocusing_5_10_10um_0_1802.npy,symlinked
10um,train,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_1803.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/train/10um/HFocusing_5_10_10um_0_1803.npy,symlinked
10um,test,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_1806.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/test/10um/HFocusing_5_10_10um_0_1806.npy,symlinked
10um,train,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_1807.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/train/10um/HFocusing_5_10_10um_0_1807.npy,symlinked
10um,train,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_1810.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/train/10um/HFocusing_5_10_10um_0_1810.npy,symlinked
10um,train,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_1811.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/train/10um/HFocusing_5_10_10um_0_1811.npy,symlinked
10um,train,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_1814.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/train/10um/HFocusing_5_10_10um_0_1814.npy,symlinked
10um,test,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_1815.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/test/10um/HFocusing_5_10_10um_0_1815.npy,symlinked
10um,train,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_1818.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/train/10um/HFocusing_5_10_10um_0_1818.npy,symlinked
10um,test,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_1819.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/test/10um/HFocusing_5_10_10um_0_1819.npy,symlinked
10um,train,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_182.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/train/10um/HFocusing_5_10_10um_0_182.npy,symlinked
10um,train,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_1822.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/train/10um/HFocusing_5_10_10um_0_1822.npy,symlinked
10um,train,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_1825.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/train/10um/HFocusing_5_10_10um_0_1825.npy,symlinked
10um,test,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_1828.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/test/10um/HFocusing_5_10_10um_0_1828.npy,symlinked
10um,train,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_1829.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/train/10um/HFocusing_5_10_10um_0_1829.npy,symlinked
10um,train,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_1832.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/train/10um/HFocusing_5_10_10um_0_1832.npy,symlinked
10um,test,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_1833.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/test/10um/HFocusing_5_10_10um_0_1833.npy,symlinked
10um,train,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_1836.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/train/10um/HFocusing_5_10_10um_0_1836.npy,symlinked
10um,test,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_1838.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/test/10um/HFocusing_5_10_10um_0_1838.npy,symlinked
10um,train,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_1839.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/train/10um/HFocusing_5_10_10um_0_1839.npy,symlinked
10um,test,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_1842.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/test/10um/HFocusing_5_10_10um_0_1842.npy,symlinked
10um,test,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_1845.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/test/10um/HFocusing_5_10_10um_0_1845.npy,symlinked
10um,train,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_1846.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/train/10um/HFocusing_5_10_10um_0_1846.npy,symlinked
10um,test,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_1849.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/test/10um/HFocusing_5_10_10um_0_1849.npy,symlinked
10um,train,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_185.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/train/10um/HFocusing_5_10_10um_0_185.npy,symlinked
10um,train,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_1850.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/train/10um/HFocusing_5_10_10um_0_1850.npy,symlinked
10um,train,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_1853.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/train/10um/HFocusing_5_10_10um_0_1853.npy,symlinked
10um,train,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_1856.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/train/10um/HFocusing_5_10_10um_0_1856.npy,symlinked
10um,train,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_1858.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/train/10um/HFocusing_5_10_10um_0_1858.npy,symlinked
10um,test,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_1859.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/test/10um/HFocusing_5_10_10um_0_1859.npy,symlinked
10um,train,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_1862.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/train/10um/HFocusing_5_10_10um_0_1862.npy,symlinked
10um,train,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_1863.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/train/10um/HFocusing_5_10_10um_0_1863.npy,symlinked
10um,train,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_1866.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/train/10um/HFocusing_5_10_10um_0_1866.npy,symlinked
10um,test,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_1869.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/test/10um/HFocusing_5_10_10um_0_1869.npy,symlinked
10um,train,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_1870.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/train/10um/HFocusing_5_10_10um_0_1870.npy,symlinked
10um,train,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_1873.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/train/10um/HFocusing_5_10_10um_0_1873.npy,symlinked
10um,train,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_1875.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/train/10um/HFocusing_5_10_10um_0_1875.npy,symlinked
10um,test,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_1876.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/test/10um/HFocusing_5_10_10um_0_1876.npy,symlinked
10um,train,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_1879.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/train/10um/HFocusing_5_10_10um_0_1879.npy,symlinked
10um,train,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_188.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/train/10um/HFocusing_5_10_10um_0_188.npy,symlinked
10um,train,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_1881.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/train/10um/HFocusing_5_10_10um_0_1881.npy,symlinked
10um,train,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_1882.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/train/10um/HFocusing_5_10_10um_0_1882.npy,symlinked
10um,train,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_1886.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/train/10um/HFocusing_5_10_10um_0_1886.npy,symlinked
10um,test,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_1889.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/test/10um/HFocusing_5_10_10um_0_1889.npy,symlinked
10um,train,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_189.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/train/10um/HFocusing_5_10_10um_0_189.npy,symlinked
10um,train,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_1891.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/train/10um/HFocusing_5_10_10um_0_1891.npy,symlinked
10um,train,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_1894.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/train/10um/HFocusing_5_10_10um_0_1894.npy,symlinked
10um,train,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_1895.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/train/10um/HFocusing_5_10_10um_0_1895.npy,symlinked
10um,train,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_1898.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/train/10um/HFocusing_5_10_10um_0_1898.npy,symlinked
10um,train,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_1899.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/train/10um/HFocusing_5_10_10um_0_1899.npy,symlinked
10um,test,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_19.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/test/10um/HFocusing_5_10_10um_0_19.npy,symlinked
10um,train,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_1902.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/train/10um/HFocusing_5_10_10um_0_1902.npy,symlinked
10um,train,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_1903.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/train/10um/HFocusing_5_10_10um_0_1903.npy,symlinked
10um,train,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_1905.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/train/10um/HFocusing_5_10_10um_0_1905.npy,symlinked
10um,train,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_1908.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/train/10um/HFocusing_5_10_10um_0_1908.npy,symlinked
10um,train,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_1911.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/train/10um/HFocusing_5_10_10um_0_1911.npy,symlinked
10um,test,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_1912.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/test/10um/HFocusing_5_10_10um_0_1912.npy,symlinked
10um,train,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_1915.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/train/10um/HFocusing_5_10_10um_0_1915.npy,symlinked
10um,train,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_1916.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/train/10um/HFocusing_5_10_10um_0_1916.npy,symlinked
10um,train,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_1919.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/train/10um/HFocusing_5_10_10um_0_1919.npy,symlinked
10um,train,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_192.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/train/10um/HFocusing_5_10_10um_0_192.npy,symlinked
10um,train,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_1922.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/train/10um/HFocusing_5_10_10um_0_1922.npy,symlinked
10um,train,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_1923.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/train/10um/HFocusing_5_10_10um_0_1923.npy,symlinked
10um,train,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_1926.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/train/10um/HFocusing_5_10_10um_0_1926.npy,symlinked
10um,test,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_1929.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/test/10um/HFocusing_5_10_10um_0_1929.npy,symlinked
10um,train,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_193.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/train/10um/HFocusing_5_10_10um_0_193.npy,symlinked
10um,train,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_1932.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/train/10um/HFocusing_5_10_10um_0_1932.npy,symlinked
10um,train,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_1933.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/train/10um/HFocusing_5_10_10um_0_1933.npy,symlinked
10um,train,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_1936.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/train/10um/HFocusing_5_10_10um_0_1936.npy,symlinked
10um,train,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_1939.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/train/10um/HFocusing_5_10_10um_0_1939.npy,symlinked
10um,train,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_1940.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/train/10um/HFocusing_5_10_10um_0_1940.npy,symlinked
10um,train,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_1942.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/train/10um/HFocusing_5_10_10um_0_1942.npy,symlinked
10um,train,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_1944.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/train/10um/HFocusing_5_10_10um_0_1944.npy,symlinked
10um,train,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_1945.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/train/10um/HFocusing_5_10_10um_0_1945.npy,symlinked
10um,train,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_1948.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/train/10um/HFocusing_5_10_10um_0_1948.npy,symlinked
10um,train,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_1951.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/train/10um/HFocusing_5_10_10um_0_1951.npy,symlinked
10um,test,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_1954.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/test/10um/HFocusing_5_10_10um_0_1954.npy,symlinked
10um,test,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_1956.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/test/10um/HFocusing_5_10_10um_0_1956.npy,symlinked
10um,train,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_1957.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/train/10um/HFocusing_5_10_10um_0_1957.npy,symlinked
10um,train,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_196.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/train/10um/HFocusing_5_10_10um_0_196.npy,symlinked
10um,test,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_1961.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/test/10um/HFocusing_5_10_10um_0_1961.npy,symlinked
10um,train,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_1964.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/train/10um/HFocusing_5_10_10um_0_1964.npy,symlinked
10um,train,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_1967.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/train/10um/HFocusing_5_10_10um_0_1967.npy,symlinked
10um,test,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_197.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/test/10um/HFocusing_5_10_10um_0_197.npy,symlinked
10um,test,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_1970.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/test/10um/HFocusing_5_10_10um_0_1970.npy,symlinked
10um,train,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_1971.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/train/10um/HFocusing_5_10_10um_0_1971.npy,symlinked
10um,train,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_1974.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/train/10um/HFocusing_5_10_10um_0_1974.npy,symlinked
10um,train,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_1975.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/train/10um/HFocusing_5_10_10um_0_1975.npy,symlinked
10um,train,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_1978.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/train/10um/HFocusing_5_10_10um_0_1978.npy,symlinked
10um,test,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_1979.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/test/10um/HFocusing_5_10_10um_0_1979.npy,symlinked
10um,train,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_1982.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/train/10um/HFocusing_5_10_10um_0_1982.npy,symlinked
10um,test,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_1985.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/test/10um/HFocusing_5_10_10um_0_1985.npy,symlinked
10um,test,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_1988.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/test/10um/HFocusing_5_10_10um_0_1988.npy,symlinked
10um,train,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_199.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/train/10um/HFocusing_5_10_10um_0_199.npy,symlinked
10um,train,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_1991.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/train/10um/HFocusing_5_10_10um_0_1991.npy,symlinked
10um,train,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_1994.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/train/10um/HFocusing_5_10_10um_0_1994.npy,symlinked
10um,train,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_1997.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/train/10um/HFocusing_5_10_10um_0_1997.npy,symlinked
10um,train,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_200.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/train/10um/HFocusing_5_10_10um_0_200.npy,symlinked
10um,test,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_2000.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/test/10um/HFocusing_5_10_10um_0_2000.npy,symlinked
10um,train,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_2003.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/train/10um/HFocusing_5_10_10um_0_2003.npy,symlinked
10um,train,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_2006.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/train/10um/HFocusing_5_10_10um_0_2006.npy,symlinked
10um,test,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_2007.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/test/10um/HFocusing_5_10_10um_0_2007.npy,symlinked
10um,train,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_2009.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/train/10um/HFocusing_5_10_10um_0_2009.npy,symlinked
10um,train,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_2010.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/train/10um/HFocusing_5_10_10um_0_2010.npy,symlinked
10um,test,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_2013.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/test/10um/HFocusing_5_10_10um_0_2013.npy,symlinked
10um,train,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_2016.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/train/10um/HFocusing_5_10_10um_0_2016.npy,symlinked
10um,train,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_2017.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/train/10um/HFocusing_5_10_10um_0_2017.npy,symlinked
10um,train,P0/C1_HF_5_10_10um_doublet/HFocusing_5_10_10um_0_2020.npy,particles2SNR_pipeline/output/p0_c1_particles2SNR_staging/train/10um/HFocusing_5_10_10um_0_2020.npy,symlinked
